,ID,State,Name,County,Lat,Lon,Combust,Fuel,FuelCat,Capacity,HeatInput,NetGen,NOX,SO2,CO2,CoalGen,OilGen,GasGen,NuclearGen,HydroGen,BiomassGen,WindGen,SolarGen,GeoGen,OtherFossilGen,OtherGen,NonRenewGen,RenewGen,CombGen,NonCombGen,CoalPortion,CapFac,SO2OutRate,CO2OutRate,NOXOutRate,NOXInRate,CO2InRate,SO2InRate
1632,1633,IA,Summit Lake,Union,41.1141,-94.3499,1.0,NG,GAS,84.8,465666.5,26431.0,80.05,0.14,27243.6,0.0,3.3,26427.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26431.0,0.0,26431.0,0.0,0.0,0.03558063022314121,5.296810563353638e-06,1.030744201884151,0.0030286406114032765,0.00017190414169797485,0.05850453060291002,3.006443452556712e-07
1633,1634,IA,Sumner,Bremer,42.8462,-92.0982,1.0,DFO,OIL,5.6,248.0,22.0,0.3,0.03,20.3,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0004484670580560991,0.0013636363636363635,0.9227272727272727,0.013636363636363636,0.0012096774193548388,0.08185483870967743,0.00012096774193548387
1634,1635,IA,Sutherland,Marshall,42.0472,-92.8627,1.0,SUB,COAL,156.6,7525022.4,535615.0,1243.55,5174.89,794181.5,466134.4,67944.9,1535.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535615.0,0.0,535615.0,0.0,0.8702788383447067,0.39044230421572573,0.009661585280471981,1.4827469357654286,0.0023217236261120393,0.00016525532203066928,0.10553875560556471,0.0006876909761756988
1635,1636,IA,Sycamore,Polk,41.6722,-93.6769,1.0,NG,GAS,157.6,987170.3,43817.0,235.34,3.4,57753.9,0.0,69.6,43747.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43817.0,0.0,43817.0,0.0,0.0,0.03173820202582111,7.759545381929388e-05,1.3180706118629757,0.005370974735833124,0.00023839858229122169,0.058504495121054594,3.4441878974681467e-06
1636,1637,IA,Tipton,Cedar,41.7717,-91.1321,1.0,DFO,OIL,8.9,3089.0,387.0,3.27,0.29,231.5,0.0,272.9,114.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,387.0,0.0,0.0,0.0049638294597506545,0.0007493540051679587,0.5981912144702842,0.008449612403100775,0.0010585950145678214,0.0749433473616057,9.388151505341534e-05
1637,1638,IA,Top of Iowa Windfarm,Worth,43.3833,-93.4167,0.0,WND,WIND,80.0,0.0,167799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167799.0,0.0,0.0,0.0,0.0,0.0,167799.0,0.0,167799.0,0.0,0.23943921232876714,0.0,0.0,0.0,,,
1638,1639,IA,Top of Iowa Windfarm III,Worth,43.3597,-93.3208,0.0,WND,WIND,29.7,0.0,70396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70396.0,0.0,0.0,0.0,0.0,0.0,70396.0,0.0,70396.0,0.0,0.2705748504835263,0.0,0.0,0.0,,,
1639,1640,IA,Traer East,Tama,42.1817,-92.4663,1.0,DFO,OIL,4.0,273.0,26.0,0.33,0.03,22.3,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0007420091324200913,0.0011538461538461537,0.8576923076923078,0.012692307692307694,0.0012087912087912088,0.08168498168498169,0.00010989010989010989
1640,1641,IA,Traer South,Tama,42.1925,-92.4747,1.0,DFO,OIL,2.0,540.0,51.0,0.66,0.06,44.2,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0029109589041095892,0.001176470588235294,0.8666666666666667,0.012941176470588235,0.0012222222222222222,0.08185185185185186,0.0001111111111111111
1641,1642,IA,University of Iowa Main Power Plant,Johnson,41.6572,-91.54,1.0,BIT,COAL,22.7,400382.1,71294.9,90.09,442.39,33985.2,52616.6,16.7,9810.5,0.0,0.0,8851.2,0.0,0.0,0.0,0.0,0.0,62443.8,8851.2,71294.9,0.0,0.7380135184985182,0.3585324764146199,0.006205072172062799,0.47668486806209137,0.001263624747352195,0.00022501005914100559,0.08488191654921635,0.0011049195256231485
1642,1643,IA,University of Northern Iowa,Black Hawk,42.5158,-92.4572,1.0,BIT,COAL,7.5,113504.2,19190.0,48.54,326.18,12112.6,12356.0,6798.4,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19190.0,0.0,19190.0,0.0,0.6438770192808755,0.29208523592085234,0.016997394476289736,0.6311933298593018,0.002529442417926003,0.0004276493733271544,0.1067149938063966,0.002873726258587788
1643,1644,IA,Victory Wind Farm,Carroll,42.1169,-95.1292,0.0,WND,WIND,99.0,0.0,318775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318775.0,0.0,0.0,0.0,0.0,0.0,318775.0,0.0,318775.0,0.0,0.3675741432590748,0.0,0.0,0.0,,,
1644,1645,IA,Villisca Municipal Power Plant,Montgomery,40.9556,-94.9758,1.0,DFO,OIL,4.0,18.0,2.0,0.02,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.7077625570776254e-05,0.0,0.75,0.01,0.0011111111111111111,0.08333333333333333,0.0
1645,1646,IA,Vinton,Benton,42.1698,-92.0222,1.0,NG,GAS,17.5,12114.0,112.0,10.1,0.43,790.3,0.0,32.3,79.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,0.0007305936073059361,0.0038392857142857144,7.0562499999999995,0.09017857142857143,0.0008337460789169556,0.06523856694733365,3.549612019151395e-05
1646,1647,IA,Walnut Wind Farm,Pottawattamie,41.4517,-95.2383,0.0,WND,WIND,153.0,0.0,439667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439667.0,0.0,0.0,0.0,0.0,0.0,439667.0,0.0,439667.0,0.0,0.32804115557943114,0.0,0.0,0.0,,,
1647,1648,IA,Walter Scott Jr Energy Center,Pottawattamie,41.18,-95.8408,1.0,SUB,COAL,1778.9,121509695.4,12095620.0,7898.08,14571.39,12811476.9,12050966.8,35896.6,8756.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12095620.0,0.0,12095620.0,0.0,0.9963083165641778,0.7761979531242821,0.0012046831828380852,1.059183150595009,0.0006529702487346659,6.499958685601313e-05,0.10543584080122713,0.00011991956651715875
1648,1649,IA,Waverly Community Wind Project,Bremer,42.7317,-92.4711,0.0,WND,WIND,1.8,0.0,3086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.0,0.0,0.0,0.0,0.0,0.0,3086.0,0.0,3086.0,0.0,0.19571283612379503,0.0,0.0,0.0,,,
1649,1650,IA,Waverly Municipal Electric North Plant,Bremer,42.7317,-92.4711,1.0,NG,GAS,20.4,1933.0,181.0,1.74,0.1,131.8,0.0,75.1,105.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,181.0,0.0,0.0,0.001012848061599069,0.0005524861878453039,0.7281767955801106,0.009613259668508288,0.000900155199172271,0.06818416968442835,5.1733057423693744e-05
1650,1651,IA,Webster City,Hamilton,42.471,-93.815,1.0,DFO,OIL,21.3,656.0,44.0,0.1,0.08,53.7,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,0.00023581366432996764,0.0018181818181818182,1.2204545454545455,0.002272727272727273,0.0001524390243902439,0.08185975609756098,0.00012195121951219512
1651,1652,IA,West Bend,Palo Alto,42.9612,-94.4456,1.0,DFO,OIL,4.2,180.0,22.0,0.22,0.02,14.7,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0005979560774081322,0.0009090909090909091,0.6681818181818181,0.01,0.0012222222222222222,0.08166666666666667,0.00011111111111111112
1652,1653,IA,West Diesel Generation Unit,Pocahontas,42.7303,-94.6644,1.0,DFO,OIL,4.0,454.0,41.0,0.55,0.06,37.1,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0011700913242009131,0.0014634146341463415,0.9048780487804878,0.013414634146341465,0.0012114537444933922,0.08171806167400882,0.00013215859030837003
1653,1654,IA,West Liberty,Muscatine,41.3408,-91.155,1.0,DFO,OIL,17.3,4595.0,298.0,1.77,0.43,345.4,0.0,240.4,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,298.0,0.0,0.0,0.001966373690183968,0.0014429530201342281,1.1590604026845637,0.005939597315436242,0.00038520130576713817,0.07516866158868335,9.357997823721436e-05
1654,1655,IA,West Receiving,Crawford,42.0206,-95.3511,1.0,DFO,OIL,2.0,78.0,8.0,0.1,0.01,6.4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.00045662100456621003,0.00125,0.8,0.0125,0.001282051282051282,0.08205128205128205,0.0001282051282051282
1655,1656,IA,Whispering Willow Wind Farm - East,Franklin,42.63,-93.2067,0.0,WND,WIND,199.7,0.0,353163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353163.0,0.0,0.0,0.0,0.0,0.0,353163.0,0.0,353163.0,0.0,0.2018798746064302,0.0,0.0,0.0,,,
1656,1657,IA,Wilton,Muscatine,41.4257,-91.01,1.0,DFO,OIL,9.2,338.0,33.0,0.41,0.05,27.7,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0004094699225729601,0.0015151515151515152,0.8393939393939394,0.012424242424242423,0.0012130177514792899,0.08195266272189348,0.00014792899408284024
1657,1658,IA,Winnebago Wind Power Project,Winnebago,43.3258,-93.7783,0.0,WND,WIND,20.0,0.0,60569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60569.0,0.0,0.0,0.0,0.0,0.0,60569.0,0.0,60569.0,0.0,0.34571347031963473,0.0,0.0,0.0,,,
1658,1659,IA,Winterset,Madison,41.3215,-94.0219,1.0,NG,GAS,13.6,669.0,37.0,0.59,0.03,45.1,0.0,14.1,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,0.0,0.00031056943325275313,0.0008108108108108108,1.218918918918919,0.015945945945945946,0.000881913303437967,0.06741405082212257,4.484304932735426e-05
1659,1660,IA,Zachary Ridge LLC,Osceola,43.3779,-95.6318,0.0,WND,WIND,2.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,536.0,0.0,0.030593607305936073,0.0,0.0,0.0,,,
1660,1661,ID,Albeni Falls,Bonner,48.1806,-116.998,0.0,WAT,HYDRO,42.0,0.0,203978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203978.0,0.0,203978.0,0.0,0.5544085670797999,0.0,0.0,0.0,,,
1661,1662,ID,Amalgamated Sugar LLC Nampa,Canyon,43.6058,-116.5753,1.0,BIT,COAL,8.7,293422.4,41210.5,160.58,526.99,30336.3,41210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41210.5,0.0,41210.5,0.0,1.0,0.5407350548470057,0.01278776040086871,0.7361303551279407,0.0038965797551594864,0.0005472656484303857,0.10338781224609982,0.0017960114837858323
1662,1663,ID,Amalgamated Sugar Twin Falls,Twin Falls,42.5328,-114.4328,1.0,BIT,COAL,10.2,318053.9,49850.1,124.36,161.98,32555.3,47067.4,0.0,2782.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49850.1,0.0,49850.1,0.0,0.9441786475854612,0.5579069298952457,0.003249341525894632,0.6530638855288154,0.00249467904778526,0.00039100290862649376,0.1023578079061442,0.0005092847470192944
1663,1664,ID,American Falls,Power,42.7778,-112.8764,0.0,WAT,HYDRO,92.4,0.0,318627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318627.0,0.0,318627.0,0.0,0.3936465931328945,0.0,0.0,0.0,,,
1664,1665,ID,Anderson Ranch,Elmore,43.1471,-115.6668,0.0,WAT,HYDRO,40.0,0.0,121656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121656.0,0.0,121656.0,0.0,0.3471917808219178,0.0,0.0,0.0,,,
1665,1666,ID,Arrowrock Hydroelectric Project,Elmore,43.595,-115.9233,0.0,WAT,HYDRO,15.0,0.0,77648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77648.0,0.0,77648.0,0.0,0.5909284627092847,0.0,0.0,0.0,,,
1666,1667,ID,Ashton,Fremont,44.0786,-111.4958,0.0,WAT,HYDRO,6.8,0.0,22728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0,0.0,22728.0,0.0,0.3815471394037067,0.0,0.0,0.0,,,
1667,1668,ID,Barber Dam,Ada,43.5933,-116.0819,0.0,WAT,HYDRO,4.1,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,0.0,11500.0,0.0,0.32019155807996436,0.0,0.0,0.0,,,
1668,1669,ID,Bennett Creek Windfarm LLC,Elmore,43.0536,-115.4803,0.0,WND,WIND,21.0,0.0,30078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30078.0,0.0,0.0,0.0,0.0,0.0,30078.0,0.0,30078.0,0.0,0.16350293542074365,0.0,0.0,0.0,,,
1669,1670,ID,Bennett Mountain,Elmore,43.1747,-115.6252,1.0,NG,GAS,172.8,445582.4,41827.0,15.37,0.13,26507.2,0.0,0.0,41827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41827.0,0.0,41827.0,0.0,0.0,0.027631780610519196,3.108040261075382e-06,0.633734190833672,0.0003674659908671432,3.4494181098714847e-05,0.05948888465971726,2.91752995629989e-07
1670,1671,ID,Big Sky Dairy Digester,GOODING,42.8656,-114.7914,1.0,DG,BIOMASS,1.6,84099.0,9894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9894.0,0.0,0.0,0.0,0.0,0.0,0.0,9894.0,9894.0,0.0,0.0,0.7059075342465754,0.0,0.0,0.0,0.0,0.0,0.0
1671,1672,ID,Birch Creek Power,Clark,44.2783,-112.3387,0.0,WAT,HYDRO,2.6,0.0,10373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10373.0,0.0,10373.0,0.0,0.45543554618897086,0.0,0.0,0.0,,,
1672,1673,ID,Black Canyon,Gem,43.8736,-116.5067,0.0,WAT,HYDRO,10.2,0.0,56696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56696.0,0.0,56696.0,0.0,0.6345241292864178,0.0,0.0,0.0,,,
1673,1674,ID,Blind Canyon Hydro,Gooding,42.7,-114.7297,0.0,WAT,HYDRO,1.3,0.0,4438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438.0,0.0,4438.0,0.0,0.3897084650509308,0.0,0.0,0.0,,,
1674,1675,ID,Bliss,Gooding,42.9131,-115.0715,0.0,WAT,HYDRO,75.0,0.0,336360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336360.0,0.0,336360.0,0.0,0.5119634703196347,0.0,0.0,0.0,,,
1675,1676,ID,Boise R Diversion,Ada,43.5919,-116.1967,0.0,WAT,HYDRO,3.3,0.0,9054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9054.0,0.0,9054.0,0.0,0.31320049813200496,0.0,0.0,0.0,,,
1676,1677,ID,Brownlee,Washington,44.8367,-116.8975,0.0,WAT,HYDRO,585.4,0.0,2245004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245004.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245004.1,0.0,2245004.1,0.0,0.43778443260901106,0.0,0.0,0.0,,,
1677,1678,ID,Bypass,Jerome,42.57,-114.0339,0.0,WAT,HYDRO,9.9,0.0,27282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27282.0,0.0,27282.0,0.0,0.314584198145842,0.0,0.0,0.0,,,
1678,1679,ID,C J Strike,Owyhee,42.9448,-115.9778,0.0,WAT,HYDRO,82.8,0.0,423822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423822.0,0.0,423822.0,0.0,0.5843177155714381,0.0,0.0,0.0,,,
1679,1680,ID,Cabinet Gorge,Bonner,48.0858,-116.0573,0.0,WAT,HYDRO,265.2,0.0,941484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941484.0,0.0,941484.0,0.0,0.4052614723444699,0.0,0.0,0.0,,,
1680,1681,ID,Camp Reed,Elmore,42.815,-115.0569,0.0,WND,WIND,22.5,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,191.0,0.0,0.0009690512430238458,0.0,0.0,0.0,,,
1681,1682,ID,Cargill B6 Biofactory,Gooding,42.7167,-114.6172,1.0,DG,BIOMASS,2.2,13239.6,1545.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545.5,0.0,0.0,0.0,0.0,0.0,0.0,1545.5,1545.5,0.0,0.0,0.08019406392694065,0.0,0.0,0.0,0.0,0.0,0.0
1682,1683,ID,Cargill Dry Creek Biofactory,TWIN FALLS,42.4183,-114.2292,1.0,DG,BIOMASS,2.4,137873.0,12142.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12142.2,0.0,0.0,0.0,0.0,0.0,0.0,12142.2,12142.2,0.0,0.0,0.5775399543378996,0.0,0.0,0.0,0.0,0.0,0.0
1683,1684,ID,Cascade,Valley,44.5247,-116.049,0.0,WAT,HYDRO,12.4,0.0,35781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35781.0,0.0,35781.0,0.0,0.32940234202386215,0.0,0.0,0.0,,,
1684,1685,ID,Cassia Gulch Wind Park LLC,Twin Falls,42.8744,-115.0172,0.0,WND,WIND,18.9,0.0,45620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45620.0,0.0,0.0,0.0,0.0,0.0,45620.0,0.0,45620.0,0.0,0.2755429924379696,0.0,0.0,0.0,,,
1685,1686,ID,Cassia Wind Farm LLC,Twin Falls,42.8444,-115.0369,0.0,WND,WIND,10.5,0.0,26205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26205.0,0.0,0.0,0.0,0.0,0.0,26205.0,0.0,26205.0,0.0,0.28489889106327465,0.0,0.0,0.0,,,
1686,1687,ID,City Power Plant,Bonneville,43.4208,-112.102,0.0,WAT,HYDRO,8.0,0.0,41025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41025.0,0.0,41025.0,0.0,0.585402397260274,0.0,0.0,0.0,,,
1687,1688,ID,Clear Lake,Gooding,42.6726,-114.7816,0.0,WAT,HYDRO,2.5,0.0,16021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16021.0,0.0,16021.0,0.0,0.7315525114155251,0.0,0.0,0.0,,,
1688,1689,ID,Clearwater Paper IPP Lewiston,Nez Perce,46.4255,-116.9752,1.0,BLQ,BIOMASS,113.8,2934777.0,435880.0,219.77,565.2,14127.6,0.0,0.0,27506.7,0.0,0.0,408373.4,0.0,0.0,0.0,0.0,0.0,27506.7,408373.4,435880.0,0.0,0.0,0.4372406930367303,0.0012966871616041113,0.032411672937505735,0.0005041984032302469,7.488473570564305e-05,0.00481385808870657,0.0001925870347218886
1689,1690,ID,Crystal Springs,Twin Falls,42.6511,-114.6358,0.0,WAT,HYDRO,2.3,0.0,10522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10522.0,0.0,10522.0,0.0,0.522235457613659,0.0,0.0,0.0,,,
1690,1691,ID,Dietrich Drop,Lincoln,42.9333,-114.2719,0.0,WAT,HYDRO,4.8,0.0,14513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14513.0,0.0,14513.0,0.0,0.3451531582952816,0.0,0.0,0.0,,,
1691,1692,ID,Dry Creek Project,Butte,43.7314,-113.0289,0.0,WAT,HYDRO,3.6,0.0,9578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.0,0.0,9578.0,0.0,0.3037163876204972,0.0,0.0,0.0,,,
1692,1693,ID,Dworshak,Clearwater,46.5143,-116.2977,0.0,WAT,HYDRO,400.0,0.0,1289227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289227.0,0.0,1289227.0,0.0,0.3679300799086758,0.0,0.0,0.0,,,
1693,1694,ID,El Dorado Hydro Elk Creek,Idaho,45.1836,-116.2983,0.0,WAT,HYDRO,2.6,0.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,0.0,3716.0,0.0,0.16315419740077275,0.0,0.0,0.0,,,
1694,1695,ID,Evander Andrews Power Complex,Elmore,43.1794,-115.7328,1.0,NG,GAS,272.8,1193372.1,117685.0,20.88,0.36,70991.0,0.0,0.0,117685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117685.0,0.0,117685.0,0.0,0.0,0.04924619036141352,3.0590134681565194e-06,0.6032289586608319,0.00017742278115307812,1.7496638307532074e-05,0.05948773228400429,3.0166617771607025e-07
1695,1696,ID,Falls River Hydro,Fremont,44.0111,-111.4472,0.0,WAT,HYDRO,9.0,0.0,41414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41414.0,0.0,41414.0,0.0,0.5252917300862506,0.0,0.0,0.0,,,
1696,1697,ID,Felt,Teton,43.9167,-111.275,0.0,WAT,HYDRO,6.9,0.0,25603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25603.0,0.0,25603.0,0.0,0.42358215869234334,0.0,0.0,0.0,,,
1697,1698,ID,Felt Hydroelectric Plant,Teton,43.75,-111.125,0.0,WAT,HYDRO,7.4,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0004010860175243737,0.0,0.0,0.0,,,
1698,1699,ID,Ford Hydro LP,Clearwater,46.4983,-116.8211,0.0,WAT,HYDRO,1.2,0.0,3170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3170.0,0.0,3170.0,0.0,0.3015601217656012,0.0,0.0,0.0,,,
1699,1700,ID,Fossil Gulch,Twin Falls,42.8333,-114.8333,0.0,WND,WIND,10.5,0.0,28332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28332.0,0.0,0.0,0.0,0.0,0.0,28332.0,0.0,28332.0,0.0,0.30802348336594915,0.0,0.0,0.0,,,
1700,1701,ID,Gem State,Bonneville,43.4624,-112.0692,0.0,WAT,HYDRO,23.4,0.0,108210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108210.0,0.0,108210.0,0.0,0.5278948600866409,0.0,0.0,0.0,,,
1701,1702,ID,Goshen Phase II,Bonneville,43.5347,-111.8403,0.0,WND,WIND,124.5,0.0,90135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90135.0,0.0,0.0,0.0,0.0,0.0,90135.0,0.0,90135.0,0.0,0.08264565109754085,0.0,0.0,0.0,,,
1702,1703,ID,Grace,Caribou,42.5873,-111.7281,0.0,WAT,HYDRO,33.0,0.0,63490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63490.0,0.0,63490.0,0.0,0.21962778469627783,0.0,0.0,0.0,,,
1703,1704,ID,Hazelton B Hydro,Jerome,42.6862,-114.2552,0.0,WAT,HYDRO,7.6,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22573.0,0.0,22573.0,0.0,0.33905611631819277,0.0,0.0,0.0,,,
1704,1705,ID,Horseshoe Bend Hydroelectric Company,Boise,43.9042,-116.1944,0.0,WAT,HYDRO,9.4,0.0,38154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38154.0,0.0,38154.0,0.0,0.46334887787816964,0.0,0.0,0.0,,,
1705,1706,ID,Hot Springs Windfarm LLC,Elmore,43.0272,-115.4656,0.0,WND,WIND,21.0,0.0,31180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31180.0,0.0,0.0,0.0,0.0,0.0,31180.0,0.0,31180.0,0.0,0.1694933681235051,0.0,0.0,0.0,,,
1706,1707,ID,Island Park,Fremont,44.4097,-111.3878,0.0,WAT,HYDRO,4.8,0.0,18055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18055.0,0.0,18055.0,0.0,0.4293902207001522,0.0,0.0,0.0,,,
1707,1708,ID,K W Company,Twin Falls,42.5967,-114.4333,0.0,WAT,HYDRO,1.4,0.0,3802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.0,0.0,3802.0,0.0,0.3100130463144162,0.0,0.0,0.0,,,
1708,1709,ID,Koyle Ranch Hydroelectric Project,Gooding,42.8867,-114.8022,0.0,WAT,HYDRO,1.3,0.0,3325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3325.0,0.0,3325.0,0.0,0.29197400772743237,0.0,0.0,0.0,,,
